Очки,2-очк-3/В,2-очк-%,3-очк-3/В,3-очк-%,Штрафные-3/В,Штрафные-%,Подборы,Передачи,Фолы,Перехваты,Потери,Блокшоты,МИН,Очки прот.,2-очк-3/В прот.,2-очк-% прот.,3-очк-3/В прот.,3-очк-% прот.,Штрафные-3/В прот.,Штрафные-% прот.,Подборы прот.,Передачи прот.,Фолы прот.,Перехваты прот.,Потери прот.,Блокшоты прот.,Победа,Победа дома
90,25/46,54,9/23,39,13/17,76,25,24,26,12,7,0,200,82,15/27,56,12/19,63,16/20,80,20,19,19,4,17,1,1,1
60,13/29,45,6/29,21,16/22,73,37,19,18,7,13,0,200,58,12/26,46,9/28,32,7/14,50,29,6,22,9,13,5,1,1
77,19/39,49,9/23,39,12/12,100,30,17,27,5,14,1,200,83,23/36,64,4/19,21,25/31,81,20,21,22,4,7,2,0,0
71,23/45,51,3/21,14,16/25,64,32,12,26,5,10,2,200,74,15/36,42,9/19,47,17/23,74,34,12,24,5,11,3,0,0
91,20/34,59,9/25,36,24/27,89,30,19,26,4,10,2,200,92,23/40,58,8/17,47,22/31,71,23,23,24,8,10,4,0,0
83,22/37,59,5/17,29,24/28,86,21,14,15,8,10,0,200,76,16/30,53,12/32,38,8/10,80,34,19,26,3,17,4,1,1
86,23/45,51,10/23,43,10/12,83,30,20,18,8,10,2,200,89,26/41,63,8/18,44,13/16,81,25,17,16,5,13,1,0,0
79,16/35,46,10/25,40,17/24,71,33,12,25,3,12,1,200,98,15/26,58,16/39,41,20/27,74,27,22,20,6,5,3,0,0
77,20/37,54,8/19,42,13/18,72,25,13,19,4,8,3,200,70,16/33,48,9/25,36,11/14,79,27,12,23,6,12,1,1,1
92,20/35,57,13/31,42,13/16,81,37,21,23,3,10,3,200,83,21/35,60,8/26,31,17/20,85,25,15,19,4,8,2,1,1
85,21/47,45,7/23,30,22/27,81,42,19,24,4,11,6,225,79,18/39,46,10/29,34,13/22,59,35,14,27,6,14,6,1,1
86,19/34,56,10/24,42,18/23,78,28,19,26,12,16,3,200,73,19/38,50,6/24,25,17/21,81,30,15,27,9,19,4,1,1
67,22/30,73,2/17,12,17/26,65,26,13,22,8,21,1,200,81,22/43,51,7/19,37,16/20,80,29,21,23,14,15,2,0,0
62,19/39,49,3/24,13,15/25,60,30,15,28,6,16,3,200,82,25/45,56,5/17,29,17/30,57,45,22,25,9,17,4,0,0
64,16/43,37,6/29,21,14/18,78,32,15,19,7,11,1,200,82,22/37,59,8/23,35,14/19,74,39,15,19,7,9,1,0,0
75,17/36,47,9/19,47,14/18,78,27,11,28,7,23,4,200,80,20/40,50,5/21,24,25/30,83,30,11,21,9,16,3,0,0
79,18/38,47,12/29,41,7/7,100,31,14,24,7,14,3,200,87,17/30,57,10/27,37,23/27,85,30,31,16,8,15,2,0,0
69,21/40,53,5/14,36,12/13,92,28,15,25,6,19,4,200,73,13/26,50,10/27,37,17/22,77,23,18,21,9,12,2,0,0
91,20/35,57,8/23,35,27/32,84,23,13,27,5,8,2,200,87,23/43,53,7/15,47,20/26,77,33,21,27,4,11,3,1,1
58,11/28,39,9/27,33,9/14,64,30,9,22,2,13,3,200,79,18/33,55,11/31,35,10/14,71,35,19,22,5,9,3,0,0
86,18/28,64,13/40,33,11/14,79,34,17,24,5,9,1,200,81,20/33,61,8/28,29,17/22,77,28,18,20,5,11,2,1,1
87,19/37,51,11/29,38,16/20,80,38,22,17,12,17,1,200,79,17/30,57,11/33,33,12/15,80,25,22,18,10,14,6,1,1
86,22/40,55,9/21,43,15/19,79,36,18,23,7,14,4,200,71,19/36,53,4/18,22,21/26,81,19,21,25,5,12,1,1,1
75,18/35,51,4/16,25,27/34,79,32,22,26,8,16,3,200,82,17/34,50,10/31,32,18/22,82,29,20,25,7,10,2,0,0
86,20/35,57,7/20,35,25/32,78,27,21,30,12,16,3,200,91,15/25,60,10/24,42,31/36,86,19,17,28,9,16,5,0,0
106,26/39,67,13/26,50,15/18,83,32,23,22,4,12,5,200,94,20/46,43,13/32,41,15/16,94,29,12,21,6,10,3,0,1
85,26/44,59,6/19,32,15/21,71,32,18,21,7,13,4,200,86,20/43,47,10/20,50,16/21,76,29,15,18,7,11,3,0,0
56,12/25,48,8/24,33,8/13,62,20,21,24,12,20,0,200,80,27/43,63,4/15,27,14/21,67,30,11,19,13,15,0,0,0
78,17/35,49,8/26,31,20/26,77,32,15,17,6,11,3,200,74,29/43,67,3/16,19,7/16,44,30,22,25,6,13,2,1,1
83,18/34,53,10/26,38,17/24,71,27,21,22,4,10,3,200,77,19/31,61,10/29,34,9/14,64,30,14,25,3,13,4,1,1
80,22/37,59,7/24,29,15/18,83,33,15,17,4,8,5,200,71,16/40,40,10/34,29,9/15,60,36,15,20,5,8,1,1,1
76,23/44,52,4/20,20,20/27,74,31,18,24,9,11,0,200,83,18/37,49,11/27,41,14/21,67,34,9,20,5,11,2,0,0
88,22/36,61,12/29,41,8/14,57,31,17,18,4,5,2,200,78,22/33,67,6/28,21,16/16,100,32,15,20,1,8,1,1,1
94,21/36,58,8/36,22,28/34,82,33,19,27,10,9,4,225,92,21/39,54,7/26,27,29/30,97,37,21,27,4,16,1,1,1
65,19/37,51,6/31,19,9/12,75,35,17,22,3,11,1,200,81,24/41,59,5/20,25,18/20,90,35,16,19,7,7,5,0,0
81,23/36,64,8/29,28,11/12,92,31,23,30,10,10,2,200,70,16/33,48,7/20,35,17/29,59,32,11,27,6,19,3,1,1
77,16/36,44,10/31,32,15/20,75,39,21,23,12,15,4,200,66,17/40,43,5/19,26,17/21,81,34,9,19,8,18,4,1,1
80,14/36,39,11/22,50,19/25,76,36,23,17,5,11,2,200,69,23/48,48,5/22,23,8/12,67,39,14,21,6,10,2,1,1
79,21/45,47,6/18,33,19/25,76,39,11,26,4,17,6,200,85,17/36,47,9/23,39,24/28,86,24,15,25,6,8,6,0,0
85,24/53,45,6/19,32,19/22,86,35,18,22,7,6,2,200,77,8/26,31,14/34,41,19/22,86,36,19,24,4,14,0,1,1
98,22/36,61,13/28,46,15/23,65,34,19,18,5,6,3,200,82,20/38,53,8/23,35,18/19,95,24,24,24,2,8,2,1,1
96,24/40,60,11/26,42,15/17,88,40,23,22,4,16,2,200,68,12/30,40,9/27,33,17/22,77,19,12,21,11,12,1,1,1
83,23/32,72,6/23,26,19/21,90,30,22,17,8,17,6,200,73,19/43,44,9/21,43,8/14,57,27,16,21,9,16,0,1,1
112,22/43,51,17/32,53,17/28,61,42,29,26,12,12,0,200,85,19/36,53,10/22,45,17/26,65,22,19,23,8,18,2,0,1
82,20/38,53,8/20,40,18/27,67,28,23,24,11,11,3,200,74,20/42,48,5/17,29,19/22,86,28,20,26,5,16,6,1,1
88,16/32,50,17/32,53,5/6,83,34,27,21,3,15,5,200,85,18/34,53,14/32,44,7/13,54,22,16,15,10,7,4,1,1
77,20/36,56,9/24,38,10/12,83,33,22,20,8,15,4,200,64,23/49,47,1/15,7,15/18,83,32,11,19,6,12,2,1,1
97,21/36,58,14/33,42,13/17,76,35,26,23,12,11,4,200,60,14/41,34,5/23,22,17/21,81,35,10,17,6,17,3,1,1
82,18/23,78,12/34,35,10/14,71,22,13,17,7,10,1,200,89,18/29,62,15/30,50,8/9,89,26,22,21,5,16,1,0,0
72,22/39,56,6/17,35,10/14,71,29,22,18,4,13,2,200,69,14/30,47,10/31,32,11/14,79,26,16,16,9,10,4,1,1
54,15/41,37,3/24,13,15/23,65,36,5,24,10,18,3,200,82,14/33,42,11/32,34,21/26,81,43,22,25,12,16,3,0,0
67,19/35,54,5/16,31,14/17,82,27,16,18,5,11,2,200,90,24/41,59,12/25,48,6/9,67,34,20,20,8,6,0,0,0
72,21/40,53,6/20,30,12/19,63,39,16,20,2,11,1,200,69,20/43,47,6/23,26,11/16,69,27,15,21,5,5,3,1,1
86,22/42,52,11/26,42,9/12,75,29,22,21,8,8,2,200,83,18/30,60,8/22,36,23/30,77,25,23,19,5,10,3,1,1
67,17/32,53,7/26,27,12/18,67,24,19,17,5,13,4,200,82,27/39,69,5/18,28,13/17,76,35,24,20,8,13,3,0,0
78,19/35,54,6/27,22,22/29,76,25,18,27,8,5,5,200,75,24/36,67,3/23,13,18/22,82,35,15,28,2,12,1,1,1
93,18/30,60,12/26,46,21/24,88,20,22,26,9,8,2,200,81,17/31,55,9/21,43,20/22,91,26,11,24,4,15,3,1,1
71,12/31,39,11/26,42,14/20,70,27,19,25,4,11,4,200,84,19/38,50,8/28,29,22/26,85,40,18,23,8,8,4,0,0
73,17/38,45,7/23,30,18/23,78,34,13,25,7,16,2,200,91,21/41,51,9/19,47,22/26,85,33,18,24,13,13,2,0,0
89,23/42,55,8/21,38,19/22,86,21,17,24,10,8,0,200,83,18/34,53,10/23,43,17/21,81,30,15,25,4,16,3,1,1
73,17/38,45,7/23,30,18/23,78,34,13,25,7,16,2,200,91,21/41,51,9/19,47,22/26,85,33,18,24,13,13,2,0,0
91,25/44,57,9/19,47,14/20,70,28,18,28,6,12,7,200,73,21/37,57,4/16,25,19/29,66,21,13,22,7,14,0,1,1
76,19/31,61,9/22,41,11/16,69,33,18,20,8,20,2,200,72,20/39,51,7/30,23,11/15,73,30,11,23,11,10,4,1,1
83,23/37,62,10/24,42,7/9,78,28,21,21,8,13,2,200,63,17/33,52,6/22,27,11/19,58,23,9,16,7,14,2,1,1
60,14/36,39,6/18,33,14/19,74,25,12,25,9,18,1,200,89,23/40,58,9/26,35,16/22,73,38,17,20,6,14,2,0,0
87,16/25,64,9/22,41,28/36,78,35,21,19,5,15,4,200,79,19/39,49,10/26,38,11/18,61,25,16,28,8,9,2,1,1
70,15/35,43,7/27,26,19/20,95,32,17,16,7,14,3,200,75,25/53,47,5/20,25,10/13,77,39,13,21,10,13,3,0,0
73,19/37,51,6/23,26,17/17,100,44,17,20,4,14,6,200,64,17/43,40,5/24,21,15/18,83,29,9,21,7,5,4,1,1
73,19/43,44,4/20,20,23/29,79,33,15,22,9,11,2,200,87,17/34,50,13/29,45,14/16,88,30,19,28,7,11,8,0,0
76,21/43,49,7/16,44,13/16,81,24,17,23,7,12,0,200,84,16/31,52,12/24,50,16/23,70,33,18,16,9,13,4,0,0
85,20/42,48,9/25,36,18/24,75,27,14,25,5,16,1,225,87,26/46,57,7/23,30,14/27,52,42,12,29,8,18,1,0,0
78,21/49,43,6/23,26,18/25,72,36,16,28,9,10,2,200,85,24/39,62,7/26,27,16/25,64,37,17,23,6,14,5,0,0
73,23/42,55,5/24,21,12/15,80,37,14,20,7,12,8,200,64,15/37,41,8/24,33,10/14,71,26,15,22,5,14,3,1,1
76,18/30,60,11/31,35,7/9,78,20,18,22,5,8,3,200,80,18/37,49,7/15,47,23/28,82,32,17,17,4,9,4,0,0
77,19/39,49,9/28,32,12/14,86,24,25,24,10,9,2,200,87,27/46,59,5/17,29,18/23,78,37,19,17,5,16,5,0,0
61,17/35,49,5/18,28,12/13,92,27,11,13,7,19,2,200,67,15/29,52,9/27,33,10/12,83,21,18,22,11,14,3,0,0
85,19/26,73,9/22,41,20/30,67,33,18,22,7,16,1,200,74,20/37,54,7/24,29,13/16,81,29,15,25,6,11,1,1,1
79,20/45,44,4/17,24,27/34,79,31,22,22,9,7,0,200,71,20/35,57,6/24,25,13/17,76,35,11,29,4,17,2,1,1
69,19/40,48,8/19,42,7/9,78,34,18,27,9,19,1,200,78,13/33,39,12/32,38,16/21,76,33,22,15,10,13,3,0,0
88,19/37,51,11/24,46,17/26,65,27,17,18,4,11,3,200,89,19/39,49,15/29,52,6/10,60,32,9,20,7,12,2,0,0
65,16/27,59,8/29,28,9/14,64,22,15,19,6,12,1,200,77,18/37,49,10/18,56,11/16,69,31,17,20,4,15,3,0,0
77,14/35,40,8/22,36,25/28,89,23,12,18,3,11,3,200,76,21/36,58,8/16,50,10/17,59,34,14,23,2,20,4,1,1
84,29/49,59,5/16,31,11/18,61,28,23,18,8,13,4,200,78,20/41,49,10/31,32,8/17,47,37,13,24,9,15,2,1,1
78,19/33,58,7/21,33,19/24,79,25,13,19,5,11,1,200,82,20/34,59,9/24,38,15/20,75,29,15,25,5,11,0,0,0
49,13/34,38,4/19,21,11/18,61,28,5,24,3,16,1,200,97,32/56,57,6/16,38,15/26,58,41,20,16,11,5,1,0,0
85,18/36,50,4/17,24,37/45,82,35,12,26,9,15,2,200,74,15/40,38,6/20,30,26/32,81,30,21,31,7,12,4,1,1
88,18/34,53,12/24,50,16/21,76,29,19,22,6,9,1,200,87,20/39,51,9/30,30,20/23,87,38,15,23,5,8,0,1,1
70,16/30,53,8/29,28,14/16,88,32,17,18,8,13,3,200,64,19/40,48,5/22,23,11/15,73,32,12,19,9,16,5,1,1
94,24/40,60,8/22,36,22/24,92,30,26,15,12,12,3,200,67,26/47,55,4/18,22,3/4,75,23,21,22,3,14,0,1,1
78,17/31,55,10/25,40,14/24,58,20,14,23,8,13,3,200,91,15/30,50,16/23,70,13/19,68,30,23,25,4,22,0,0,0
73,19/33,58,7/27,26,14/16,88,30,20,22,6,12,0,200,78,21/38,55,6/14,43,18/27,67,27,16,21,8,10,0,0,0
73,14/30,47,11/31,35,12/13,92,24,12,24,7,11,2,200,85,16/29,55,11/19,58,20/26,77,27,19,14,7,14,1,0,0
88,21/38,55,9/25,36,19/24,79,30,14,21,5,9,0,200,83,17/28,61,10/34,29,19/21,90,28,17,29,5,8,0,1,1
69,21/48,44,3/18,17,18/25,72,30,11,25,9,11,1,200,67,16/29,55,6/24,25,17/22,77,33,11,25,6,17,1,1,1
78,25/60,42,5/18,28,13/23,57,57,15,21,2,9,4,200,73,17/34,50,8/24,33,15/23,65,30,16,22,7,10,2,1,1
104,33/52,63,9/18,50,11/14,79,36,17,20,6,7,1,200,93,22/39,56,11/23,48,16/21,76,22,20,18,5,7,3,0,1
86,22/44,50,6/21,29,24/28,86,30,15,24,3,8,2,200,84,25/44,57,6/20,30,16/21,76,32,19,22,5,10,5,1,1
75,18/39,46,9/26,35,12/16,75,31,15,19,2,8,4,200,62,18/37,49,4/19,21,14/17,82,27,16,20,5,11,3,1,1
74,18/35,51,11/30,37,5/7,71,31,15,20,4,14,5,200,78,21/38,55,8/27,30,12/15,80,30,17,16,10,11,0,0,0
112,25/35,71,14/25,56,20/26,77,25,29,18,9,8,1,200,84,23/43,53,9/20,45,11/14,79,27,17,28,4,16,0,0,1
80,11/21,52,12/34,35,22/30,73,31,21,20,4,7,3,200,77,20/35,57,6/23,26,19/26,73,34,10,26,4,7,5,1,1
96,28/39,72,6/24,25,22/25,88,37,26,13,4,5,5,200,66,17/41,41,9/31,29,5/8,63,30,15,27,3,9,0,1,1
83,28/43,65,6/28,21,9/14,64,23,19,28,9,12,0,200,90,20/36,56,8/18,44,26/31,84,35,22,25,7,18,2,0,0
77,16/28,57,12/32,38,9/13,69,24,20,18,4,12,1,200,91,22/36,61,10/23,43,17/20,85,30,26,15,8,10,2,0,0
72,22/40,55,4/15,27,16/19,84,28,20,23,5,12,1,200,82,21/38,55,8/24,33,16/17,94,24,16,19,9,6,2,0,0
79,17/36,47,11/27,41,12/17,71,26,19,24,9,13,1,200,83,22/37,59,6/17,35,21/22,95,29,15,21,10,17,4,0,0
96,26/36,72,9/29,31,17/22,77,37,22,15,10,9,7,200,65,19/45,42,7/21,33,6/8,75,25,16,25,2,16,1,1,1
71,21/41,51,8/21,38,5/10,50,39,18,19,8,18,7,200,53,18/40,45,3/18,17,8/14,57,30,11,20,9,19,2,1,1
73,18/44,41,9/24,38,10/11,91,28,15,20,2,11,5,200,86,25/44,57,8/27,30,12/20,60,42,22,17,5,6,6,0,0
92,14/40,35,11/28,39,31/36,86,41,15,15,7,4,1,200,84,23/40,58,10/30,33,8/12,67,35,18,25,3,10,2,1,1
89,26/45,58,7/18,39,16/18,89,33,23,22,8,12,1,200,64,14/34,41,7/23,30,15/23,65,28,21,21,6,14,0,1,1
74,18/36,50,6/19,32,20/23,87,20,11,19,4,13,3,200,86,25/42,60,8/16,50,12/15,80,30,18,21,7,12,3,0,0
83,21/32,66,10/31,32,11/15,73,18,17,19,4,8,0,200,93,27/48,56,9/17,53,12/13,92,35,17,20,7,10,0,0,0
101,25/40,63,11/25,44,18/23,78,31,23,23,8,12,4,200,78,23/36,64,6/20,30,14/21,67,23,12,26,8,17,2,0,1
73,15/36,42,11/34,32,10/16,63,30,18,23,7,11,2,200,101,25/39,64,11/23,48,18/23,78,38,23,19,4,13,6,1,0
65,19/38,50,4/24,17,15/22,68,30,14,25,7,13,0,200,75,19/30,63,5/16,31,22/26,85,29,17,22,7,12,1,0,0
78,22/36,61,7/26,27,13/17,76,36,21,20,7,8,3,200,54,18/43,42,2/6,33,12/15,80,25,6,20,6,14,4,1,1
94,22/34,65,10/24,42,20/22,91,22,20,21,6,6,1,200,76,22/39,56,8/22,36,8/15,53,31,14,23,2,14,0,1,1
78,20/37,54,12/33,36,2/2,100,33,15,24,5,13,0,200,68,19/41,46,4/20,20,18/23,78,34,18,15,5,11,4,1,1
83,27/52,52,4/28,14,17/19,89,36,13,22,13,10,7,200,86,25/47,53,7/20,35,15/23,65,37,19,23,6,17,4,0,0
80,20/38,53,10/35,29,10/13,77,32,18,20,7,10,5,200,85,17/34,50,13/27,48,12/16,75,34,18,20,5,9,6,0,0
80,18/33,55,9/27,33,17/23,74,30,16,19,11,11,4,200,72,20/45,44,6/27,22,14/18,78,39,16,20,8,17,3,1,1
77,19/33,58,9/27,33,12/20,60,34,16,19,3,14,2,200,87,26/48,54,5/16,31,20/21,95,22,9,20,7,7,3,0,0
88,14/25,56,11/27,41,27/29,93,23,19,19,5,12,0,200,91,21/36,58,13/29,45,10/11,91,27,16,27,5,12,2,0,0
84,21/44,48,9/22,41,15/19,79,44,16,22,10,16,3,200,54,10/29,34,6/21,29,16/20,80,21,14,24,9,17,4,1,1
64,21/42,50,4/16,25,10/13,77,23,16,23,8,14,0,200,89,18/32,56,11/19,58,20/23,87,31,18,17,8,14,4,0,0
85,20/38,53,10/19,53,15/18,83,27,18,21,5,9,0,200,79,16/35,46,10/26,38,17/19,89,28,18,21,5,8,1,1,1
77,24/39,62,4/21,19,17/19,89,25,20,14,7,10,3,200,92,22/34,65,13/28,46,9/11,82,30,14,19,3,12,1,0,0
78,20/43,47,6/21,29,20/25,80,36,18,18,6,6,3,200,74,16/37,43,9/26,35,15/20,75,31,18,23,3,12,3,1,1
78,22/41,54,5/20,25,19/27,70,31,20,26,8,10,3,200,86,11/29,38,14/25,56,22/31,71,33,18,22,4,12,2,0,0
70,18/41,44,7/26,27,13/19,68,27,11,24,11,7,3,200,84,20/37,54,11/23,48,11/19,58,34,14,20,6,15,5,0,0
62,22/39,56,3/14,21,9/13,69,23,13,23,2,9,1,200,84,20/34,59,11/22,50,11/19,58,28,16,15,6,7,2,0,0
74,23/47,49,6/23,26,10/10,100,33,17,22,6,13,6,200,80,22/38,58,5/20,25,21/26,81,33,21,19,6,14,5,0,0
91,24/33,73,9/26,35,16/17,94,27,17,19,6,7,6,200,80,13/27,48,13/31,42,15/22,68,27,11,19,3,12,0,1,1
85,25/42,60,5/26,19,20/22,91,34,15,21,10,10,4,200,63,17/36,47,5/18,28,14/18,78,24,11,21,9,18,0,1,1
82,18/33,55,9/24,38,19/22,86,43,18,13,4,16,3,200,64,18/39,46,6/24,25,10/12,83,23,13,22,7,9,4,1,1
87,20/32,63,7/29,24,26/29,90,35,16,27,2,20,3,200,90,26/47,55,5/17,29,23/32,72,26,21,24,11,6,3,0,0
68,14/26,54,6/14,43,22/27,81,28,12,17,4,11,0,200,65,15/25,60,8/30,27,11/14,79,18,10,25,4,7,0,1,1
96,21/36,58,12/27,44,18/25,72,28,18,16,8,11,3,200,92,14/30,47,17/32,53,13/14,93,30,19,24,7,17,0,1,1
85,20/37,54,10/25,40,15/20,75,32,20,25,5,11,1,200,83,18/34,53,10/22,45,17/22,77,25,14,20,6,9,3,1,1
76,17/41,41,12/24,50,6/15,40,25,11,22,4,10,4,200,91,24/49,49,8/17,47,19/21,90,37,22,21,3,12,2,0,0
96,31/49,63,8/21,38,10/12,83,38,14,27,5,13,2,200,76,18/35,51,8/22,36,16/22,73,19,19,18,7,13,2,1,1
66,22/43,51,6/22,27,4/6,67,24,15,20,6,10,5,200,79,27/43,63,5/18,28,10/12,83,39,21,16,4,13,0,0,0
72,14/28,50,13/34,38,5/6,83,21,20,19,5,11,2,200,74,22/36,61,6/15,40,12/17,71,29,18,12,5,16,1,0,0
86,20/38,53,11/29,38,13/16,81,33,18,28,7,15,2,200,90,25/46,54,6/22,27,22/29,76,34,17,19,8,13,5,0,0
89,25/44,57,8/21,38,15/18,83,30,11,19,7,12,4,200,93,20/40,50,12/23,52,17/20,85,26,15,19,7,14,3,0,0
87,26/42,62,4/15,27,23/24,96,27,11,20,8,13,3,200,78,15/33,45,12/28,43,12/19,63,29,24,27,7,14,1,1,1
83,18/30,60,13/25,52,8/9,89,32,23,23,7,13,3,200,66,14/33,42,8/32,25,14/16,88,29,16,19,3,11,1,1,1
76,21/40,53,6/26,23,16/17,94,32,23,21,5,10,4,200,73,16/32,50,9/31,29,14/17,82,27,12,19,3,10,4,1,1
85,19/26,73,11/25,44,14/15,93,18,20,21,5,14,1,200,97,19/33,58,14/23,61,17/18,94,19,20,20,12,10,1,0,0
90,22/33,67,12/30,40,10/11,91,27,25,22,3,17,3,225,93,21/43,49,13/36,36,12/16,75,37,25,19,11,9,3,0,0
59,20/39,51,5/20,25,4/7,57,34,15,20,5,10,2,200,61,12/26,46,8/29,28,13/21,62,35,14,19,5,10,1,0,0
90,19/33,58,10/25,40,22/30,73,24,21,24,4,8,2,200,79,20/35,57,7/21,33,18/24,75,27,14,26,5,12,1,1,1
103,20/29,69,16/28,57,15/18,83,19,22,28,10,9,2,200,82,17/32,53,7/20,35,27/32,84,27,17,21,5,16,0,0,1
82,20/40,50,9/23,39,15/16,94,32,19,18,7,10,6,200,75,16/39,41,8/25,32,19/22,86,35,13,20,8,14,1,1,1
78,20/37,54,9/30,30,11/17,65,20,17,21,5,9,2,200,112,27/39,69,12/22,55,22/27,81,40,32,18,7,11,3,1,0
77,21/41,51,5/18,28,20/26,77,47,10,20,4,13,6,200,56,11/35,31,6/26,23,16/24,67,32,12,25,7,12,3,1,1
79,20/37,54,8/23,35,15/16,94,33,16,22,9,12,4,200,66,20/33,61,5/21,24,11/15,73,29,10,20,4,18,2,1,1
75,21/34,62,9/34,26,6/12,50,32,11,27,9,10,6,200,80,16/31,52,8/24,33,24/34,71,33,19,17,7,14,2,0,0
73,24/47,51,3/15,20,16/20,80,27,13,22,9,13,0,200,67,19/36,53,6/26,23,11/18,61,34,14,22,4,16,3,1,1
91,29/41,71,9/21,43,6/9,67,31,15,18,15,13,3,200,61,9/30,30,10/24,42,13/15,87,22,14,13,7,17,0,1,1
77,17/38,45,8/24,33,19/22,86,26,9,21,6,11,5,200,80,22/43,51,7/16,44,15/21,71,32,16,25,10,12,3,0,0
84,21/45,47,10/27,37,12/14,86,33,19,23,3,7,2,225,89,30/49,61,5/22,23,14/19,74,41,18,18,3,10,3,0,0
96,18/33,55,16/26,62,12/14,86,30,23,26,7,12,5,200,58,12/34,35,7/23,30,13/20,65,22,13,22,4,14,2,1,1
86,20/32,63,8/27,30,22/26,85,25,23,21,13,15,4,200,82,25/45,56,6/20,30,14/17,82,32,12,24,4,16,3,1,1
66,19/43,44,4/22,18,16/22,73,33,9,28,5,16,2,200,80,24/42,57,4/19,21,20/25,80,31,15,27,8,13,5,0,0
104,29/41,71,5/25,20,31/35,89,33,21,28,7,11,3,225,89,21/47,45,8/23,35,23/29,79,34,18,29,6,15,2,0,1
72,19/34,56,8/19,42,10/19,53,30,19,16,9,21,1,200,74,19/32,59,8/23,35,12/13,92,14,15,20,14,14,4,0,0
87,16/29,55,14/34,41,13/20,65,28,20,21,3,9,3,200,98,22/44,50,11/23,48,21/23,91,32,16,21,6,6,3,0,0
75,21/38,55,7/18,39,12/17,71,20,24,20,4,7,2,200,97,27/42,64,8/21,38,19/24,79,35,11,16,3,6,3,0,0
93,25/39,64,10/29,34,13/15,87,33,24,21,13,13,0,200,78,14/26,54,13/28,46,11/13,85,24,22,22,5,23,4,1,1
74,19/42,45,8/30,27,12/14,86,29,11,26,3,7,2,200,89,14/32,44,13/35,37,22/27,81,41,19,15,3,8,7,0,0
90,21/49,43,10/26,38,18/19,95,37,19,28,5,14,1,225,83,15/29,52,11/34,32,20/24,83,31,9,22,7,12,3,1,1
92,22/36,61,13/21,62,9/10,90,28,25,17,9,10,1,200,61,19/33,58,5/22,23,8/14,57,22,18,15,3,13,0,1,1
96,25/42,60,8/14,57,22/26,85,25,22,23,14,10,6,200,66,20/43,47,5/17,29,11/14,79,30,14,29,4,19,2,1,1
79,23/44,52,5/22,23,18/22,82,38,15,24,8,13,3,200,68,12/29,41,8/19,42,20/28,71,28,17,22,6,15,2,1,1
85,22/43,51,10/24,42,11/13,85,34,20,14,6,8,1,200,74,15/35,43,11/28,39,11/16,69,34,16,14,3,15,2,1,1
48,10/30,33,6/26,23,10/15,67,29,8,23,3,20,2,200,93,20/29,69,11/30,37,20/24,83,38,22,18,15,12,2,0,0
80,19/40,48,8/23,35,18/18,100,27,20,21,2,9,3,200,89,27/49,55,7/18,39,14/18,78,33,13,22,3,8,7,0,0
65,23/43,53,4/26,15,7/10,70,38,13,17,4,13,5,200,72,20/42,48,6/27,22,14/14,100,40,17,18,7,7,2,0,0
82,23/39,59,10/23,43,6/9,67,34,20,20,9,16,4,200,78,13/40,33,12/24,50,16/19,84,28,20,15,9,13,5,1,1
76,19/40,48,8/15,53,14/21,67,32,17,27,10,23,1,200,65,14/26,54,6/25,24,19/23,83,21,16,29,13,20,1,1,1
67,12/25,48,12/27,44,7/8,88,26,19,21,4,12,0,200,59,14/30,47,5/26,19,16/17,94,30,13,15,3,11,1,1,1
101,29/45,64,8/15,53,19/28,68,31,19,18,6,5,4,200,81,17/40,43,13/28,46,8/11,73,28,19,23,3,11,0,0,1
95,18/36,50,12/28,43,23/30,77,39,18,19,7,14,1,200,79,22/39,56,6/18,33,17/19,89,23,13,27,4,14,6,1,1
98,25/41,61,12/26,46,12/14,86,40,28,20,9,17,3,200,73,12/33,36,13/30,43,10/13,77,28,17,17,10,17,6,1,1
69,15/25,60,7/21,33,18/21,86,31,15,26,5,12,5,200,63,13/35,37,7/30,23,16/27,59,34,19,24,6,9,0,1,1
73,15/33,45,9/22,41,16/23,70,27,16,23,2,15,2,200,93,32/46,70,6/20,30,11/15,73,30,20,25,8,7,4,0,0
61,12/31,39,11/36,31,4/7,57,35,16,20,5,12,2,200,82,17/41,41,12/29,41,12/19,63,43,11,12,8,7,5,0,0
84,23/35,66,7/25,28,17/20,85,38,15,22,5,12,5,200,75,23/45,51,6/23,26,11/16,69,26,14,24,9,8,4,1,1
81,17/29,59,9/20,45,20/29,69,27,17,30,12,14,7,200,61,15/32,47,1/17,6,28/32,88,27,11,25,5,17,1,1,1
83,18/28,64,12/32,38,11/14,79,29,17,24,6,19,2,200,97,23/37,62,11/29,38,18/23,78,30,20,14,10,11,1,0,0
81,21/45,47,6/23,26,21/27,78,47,21,20,8,17,5,200,75,20/45,44,5/20,25,20/26,77,28,11,19,9,12,6,1,1
61,21/38,55,4/17,24,7/15,47,31,14,18,3,15,0,200,70,27/47,57,3/11,27,7/12,58,24,16,18,6,9,2,0,0
91,18/37,49,11/22,50,22/30,73,32,13,21,4,10,0,200,93,16/28,57,17/33,52,10/16,63,22,28,28,5,9,0,0,0
93,25/52,48,9/24,38,16/24,67,38,21,22,5,7,1,200,83,15/33,45,10/29,34,23/28,82,34,20,24,4,10,7,1,1
